250000,Success
250000,Success
250000,Success
250000,Success
250000,Success
250000,Success
250000,Success
250000,Success
250000,Success
250000,Success
250000,Success
250000,Success
250000,Success
250000,Success
250000,Success
150000,Success
150000,Success
150000,Success
150000,Success
150000,Success
150000,Success
150000,Success
150000,Success
150000,Success
150000,Success
150000,Success
150000,Success
150000,Success
150000,Success
150000,Success
50000,Success
50000,Success
50000,Success
50000,Success
50000,Success
50000,Success
50000,Success
50000,Success
50000,Success
50000,Success
50000,Success
50000,Success
50000,Success
50000,Success
50000,Success
20000,Success
20000,Success
20000,Success
20000,Success
20000,Success
20000,Success
20000,Success
20000,Success
20000,Success
20000,Success
20000,Success
20000,Success
20000,Success
20000,Success
20000,Success
10000,Failure
10000,Success
10000,Success
10000,Success
10000,Success
10000,Success
10000,Success
10000,Success
10000,Success
10000,Success
10000,Success
10000,Success
10000,Success
10000,Success
10000,Success
50000,Success
50000,Success
50000,Success
50000,Success
50000,Success
50000,Success
50000,Success
50000,Success
50000,Success
50000,Success
50000,Success
50000,Success
50000,Success
50000,Success
50000,Success
50000,Success
50000,Success
50000,Success
50000,Success
50000,Success
50000,Success
50000,Success
50000,Success
50000,Success
50000,Success
50000,Success
50000,Success
50000,Success
50000,Success
50000,Success
50000,Success
50000,Success
50000,Success
50000,Success
50000,Success
50000,Success
50000,Success
50000,Success
50000,Success
50000,Success
50000,Success
50000,Success
50000,Success
50000,Success
50000,Success
50000,Success
50000,Success
50000,Failure
50000,Success
50000,Success
50000,Success
50000,Success
50000,Success
50000,Success
50000,Success
50000,Success
50000,Success
50000,Success
50000,Success
50000,Success
50000,Success
50000,Success
50000,Success
50000,Success
50000,Success
50000,Success
50000,Success
50000,Success
